;DATASET;EMISSIEJAAR;STOFCODE;STOF;CODE_EMISSIEOORZAAK;EMISSIEOORZAAK;CODE_BEDRIJF;NAAM_BEDRIJF;SBI_CODE;SBI;XCO_BEDRIJF;YCO_BEDRIJF;IDG_CODE;IDG_NAAM;EMISSIEPUNT_CODE;EMISSIEPUNT_NAAM;XCO_EMISSIEPUNT;YCO_EMISSIEPUNT;TYPE;HOOGTE;LENGTE;BREEDTE;HOEK;UITSTROOMOPENING_M2;TEMPERATUUR;UITTREEDSNELHEID;VOLUMESTROOM;WARMTEINHOUD;EMISSIE;XCO_EMISSIEPUNT_HARM;YCO_EMISSIEPUNT_HARM;XCO_BEDRIJF_HARM;YCO_BEDRIJF_HARM
67;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T101100;SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten;203651;DSM Advanced Polyesters Emmen BV;20160;Vervaardiging van kunststof in primaire vorm;257552;533045;pub_0301;Chemische Industrie basisproducten;37626;TOF-ketel;257552;533045;P;26.0;;;;0.07;115.0;3.0;0.208;0.028;1300000.0;257552;533044;257552;533044
68;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T100201;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;203868;De Bioderij BV;10720;Vervaardiging van beschuit en koekjes en van ander houdbaar banketbakkerswerk;110031;426433;pub_0216;Voedings- en genotmiddelenindustrie;42774;Divers, overig, diffuus;110031;426433;P;5.0;;;;;;;;0.0;404063.74455;110031;426432;110031;426432
69;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T101001;SBI 35.111 (per bedrijf): Elektriciteitsproduktie;204617;Centrale Rotterdam;35111;Productie van elektriciteit door thermische, kern- en warmtekrachtcentrales;64578;440415;pub_0503;Opwekking electriciteit;45598;schoorsteen Hoofdketel;64497;440325;P;125.0;;;;50.0;50.0;9.0;445.0;21.712;14338000.0;64497;440324;64578;440414
70;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T108500;SBI 35 (per bedrijf): Productie en distributie van elektriciteit en gas;204654;Enecogen VOF;35120;Beheer en exploitatie van transportnetten voor elektriciteit, aardgas en warm water;66120;441896;pub_0503;Opwekking electriciteit;41925;Stack Gasturbine Unit 20;65988;441687;P;55.0;;;;37.48;80.0;15.0;564.8;49.313;590636533.65;65988;441686;66120;441895
71;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T108502;SBI 35.12 (per bedrijf): Transportnet voor aardgas;101515;Gasunie (Spijk);35120;Beheer en exploitatie van transportnetten voor elektriciteit, aardgas en warm water;253587;603833;pub_0502;Olie- gaswinning land;42777;1-1 DLS-HVA16;253555;603860;P;14.0;;;;0.4;441.0;8.0;3.2;1.763;66748.0;253555;603859;253587;603832
72;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T108502;SBI 35.12 (per bedrijf): Transportnet voor aardgas;101515;Gasunie (Spijk);35120;Beheer en exploitatie van transportnetten voor elektriciteit, aardgas en warm water;253587;603833;pub_0502;Olie- gaswinning land;42784;3-3 SOLAR;253520;603826;P;9.0;;;;0.95;426.0;;9.78;5.225454;42196.0;253520;603825;253587;603832
73;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T101100;SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten;10079;Chemours Netherlands BV;20160;Vervaardiging van kunststof in primaire vorm;109500;425710;pub_0301;Chemische Industrie basisproducten;44628;Thermal Converter FL29;109665;425908;P;46.0;;;;0.07;;;;0.001;1554384.181425;109665;425907;109500;425709
74;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T137300;SBI 26/27 (per bedrijf): Elektrotechnische industrie;10089;Prysmian Netherlands B.V.;27320;Vervaardiging van overige elektrische en elektronische kabel;84750;445750;pub_0210;Metaalelektro;36850;Divers, overig, diffuus;84750;445750;P;5.0;;;;;;;;0.0;128872.0;84750;445749;84750;445749
75;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T100201;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;10048;Compaxo Fijne Vleeswaren BV;10130;Vleesverwerking (niet tot maaltijden);107911;445904;pub_0216;Voedings- en genotmiddelenindustrie;36937;stookinstallaties inrichting;107911;445904;P;12.0;;;;0.28;50.0;8.0;2.27;0.111;3930000.0;107911;445903;107911;445903
76;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T102201;SBI 19.201 (per bedrijf): Aardolieraffinage;10057;Shell Nederland Raffinaderij BV;19201;Aardolieraffinage;82574;432924;pub_0401;Raffinage en verwerking;42206;GT-5;82530;433052;P;60.0;;;;2.14;125.0;20.0;43.53;6.316;438980188.0;82530;433051;82574;432923
77;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T102201;SBI 19.201 (per bedrijf): Aardolieraffinage;10057;Shell Nederland Raffinaderij BV;19201;Aardolieraffinage;82574;432924;pub_0401;Raffinage en verwerking;42210;HDS-3;82830;432370;P;75.0;;;;0.95;191.0;1.0;1.4;0.322;9047193.0;82830;432369;82574;432923
78;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T106100;SBI 22.2 (per bedrijf): Vervaardiging van producten van kunststof;24605;Forbo Flooring BV;22230;Vervaardiging van kunststofproducten voor de bouw;112868;500232;pub_0213;Rubber- en kunstofverw. Industrie;42911;Heetwaterketel;113044;500541;P;15.0;;;;1.1;;;;0.13;1579661.0;113044;500540;112868;500231
79;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T100300;SBI 13/14 (per bedrijf): Vervaardiging van textiel en kleding;44162;Vlisco Helmond BV;13300;Textielveredeling;173650;387400;pub_0215;Textiel- en tapijtindustrie;36340;Drogen| spanraam 19;173650;387400;P;25.0;;;;0.0;80.0;;3.0;0.2535;299066.0;173650;387399;173650;387399
80;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T104201;SBI 38.2 (per bedrijf): Afvalinzameling/beh, AVI's;85002;Attero Noord BV;38210;Behandeling van onschadelijk afval;231073;534370;pub_0901;AVI's;36086;Afvalverbranding met energieopwekking (GAVI);231070;534360;P;80.0;;;;3.0;;;;11.924;593577000.0;231070;534359;231073;534369
81;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T101100;SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten;85003;DSM Engineering Plastics (Emmen) BV;20160;Vervaardiging van kunststof in primaire vorm;257552;533045;pub_0301;Chemische Industrie basisproducten;37620;HTM-unit lijn3;257552;533045;P;40.0;;;;0.3;147.0;1.0;0.32;0.055;1750000.0;257552;533044;257552;533044
82;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T106100;SBI 22.2 (per bedrijf): Vervaardiging van producten van kunststof;24605;Forbo Flooring BV;22230;Vervaardiging van kunststofproducten voor de bouw;112868;500232;pub_0213;Rubber- en kunstofverw. Industrie;45655;ep  B4-1-1;113158;500674;P;22.0;;;;0.26;26.0;8.0;2.2;0.04;79167.68;113158;500673;112868;500231
83;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T106100;SBI 22.2 (per bedrijf): Vervaardiging van producten van kunststof;24605;Forbo Flooring BV;22230;Vervaardiging van kunststofproducten voor de bouw;112868;500232;pub_0213;Rubber- en kunstofverw. Industrie;45666;ep  N16-0-1;112992;500721;P;25.0;;;;1.21;97.0;7.0;8.9;0.971;98959.6;112992;500720;112868;500231
84;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T102201;SBI 19.201 (per bedrijf): Aardolieraffinage;10061;Esso Nederland BV (Raffinaderij Rotterdam);19201;Aardolieraffinage;79871;432082;pub_0401;Raffinage en verwerking;8854;Flares;79452;432265;P;100.0;;;;0.0;;;;0.001;16768637.0;79452;432264;79871;432081
85;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T102201;SBI 19.201 (per bedrijf): Aardolieraffinage;10061;Esso Nederland BV (Raffinaderij Rotterdam);19201;Aardolieraffinage;79871;432082;pub_0401;Raffinage en verwerking;8870;Overige diffuse KWS-emissies;80260;432673;O;5.0;3480.0;1800.0;90.0;6264000.0;;;;0.001;84527977.0;80260;432672;79871;432081
86;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T101100;SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten;10698;Croda;20149;Vervaardiging van organische basischemicaliën (geen petrochemische producten);108400;446500;pub_0301;Chemische Industrie basisproducten;38701;769 HTO-oven;108358;446357;P;20.0;;;;0.126;108.0;1.0;0.15;0.018;206256.47300973;108358;446356;108400;446499
87;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T101100;SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten;10698;Croda;20149;Vervaardiging van organische basischemicaliën (geen petrochemische producten);108400;446500;pub_0301;Chemische Industrie basisproducten;38706;Back-up ketel 30 (K30);108548;446539;P;15.0;;;;0.636;211.0;2.0;1.5;0.383;551873.1942801;108548;446538;108400;446499
88;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T101100;SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten;10698;Croda;20149;Vervaardiging van organische basischemicaliën (geen petrochemische producten);108400;446500;pub_0301;Chemische Industrie basisproducten;45986;Verwarming lab;108335;446536;P;13.0;;;;0.03;120.0;1.0;0.02;0.003;14638.0;108335;446535;108400;446499
89;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T101100;SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten;10698;Croda;20149;Vervaardiging van organische basischemicaliën (geen petrochemische producten);108400;446500;pub_0301;Chemische Industrie basisproducten;46797;Stoomketel 10 (K10);108577;446548;P;25.0;;;;1539.0;85.0;5.0;7.64;0.716;25149566.972930916;108577;446547;108400;446499
90;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T100201;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;22201;Olam Cocoa BV;10821;Verwerking van cacao;115668;498195;pub_0216;Voedings- en genotmiddelenindustrie;37337;schoorsteen ketelhuis gasturbine;115670;498230;P;28.0;;;;1.6;120.0;2.0;2.595;0.36;2083486.0;115670;498229;115668;498194
91;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T108500;SBI 35 (per bedrijf): Productie en distributie van elektriciteit en gas;94003;GDF SUEZ Centrale Bergum;35111;Productie van elektriciteit door thermische, kern- en warmtekrachtcentrales;197930;580516;pub_0503;Opwekking electriciteit;44620;BG22;197930;580541;P;48.0;;;;13.0;560.0;23.0;296.0;6.0;806047.0;197930;580540;197930;580515
92;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T102202;SBI 24.1-24.3 (per bedrijf): Basismetaalindustrie, verwerking en vervaardiging ijzer en staal;23301;Tata Steel IJmuiden BV;24100;Vervaardiging van ijzer en staal en van ferrolegeringen;100985;499055;pub_0201;Basismetaal;44802;ENB02;100947;499410;P;58.0;;;;4.15265;;;;9.2;213293711.61391738;100947;499409;100985;499054
93;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T102102;SBI 23 (per bedrijf): Bouwmaterialen- en glasindustrie;10723;O-I Manufacturing Netherlands BV (Leerdam);23130;Vervaardiging van holglas;134256;433341;pub_0203;Bouwmaterialenindustrie;35127;SCHOORSTEEN GLASOVEN L 4;134200;433400;P;36.0;;;;1.0;;;;1.0;15102650.94225;134200;433399;134256;433340
94;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T100201;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;10728;Cargill B.V.;10410;Vervaardiging van plantaardige en dierlijke oliën en vetten (geen margarine en andere spijsvetten);78989;433152;pub_0216;Voedings- en genotmiddelenindustrie;42526;Schoorsteen stoomketel F-113;78003;434125;P;10.0;;;;0.45;;;;12.5;15360961.0;78003;434124;78989;433151
95;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T100201;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;102504;Rixona BV (Warffum);10310;Vervaardiging van aardappelproducten;230757;601513;pub_0216;Voedings- en genotmiddelenindustrie;46209;Affakkel installatie biogas;230888;601618;P;7.0;;;;0.0285;;;;0.019;98020.41118;230888;601617;230757;601512
96;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T100201;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;102504;Rixona BV (Warffum);10310;Vervaardiging van aardappelproducten;230757;601513;pub_0216;Voedings- en genotmiddelenindustrie;46211;Lijn Z;230789;601564;P;16.0;;;;8.4;;;;0.15;3360000.0;230789;601563;230757;601512
97;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T104201;SBI 38.2 (per bedrijf): Afvalinzameling/beh, AVI's;28085;Afval Energie Bedrijf (Amsterdam);38210;Behandeling van onschadelijk afval;114552;490378;pub_0901;AVI's;43108;Productielijn 35 & 36;114450;490500;P;100.0;;;;12.32;65.84;4.0;46.3;3.201;507122347.0;114450;490499;114552;490377
98;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T101100;SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten;28094;Linde Gas Benelux BV;20110;Vervaardiging van industriële gassen;101802;499926;pub_0301;Chemische Industrie basisproducten;43046;schoorsteen SMR;101802;499926;P;20.0;;;;0.1;;;;0.13;3445761.0;101802;499925;101802;499925
99;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T102202;SBI 24.1-24.3 (per bedrijf): Basismetaalindustrie, verwerking en vervaardiging ijzer en staal;3004;Nedri Spanstaal BV;24340;Koudtrekken van draad;207530;377350;pub_0201;Basismetaal;37202;Schoorsteen stoomketel;207530;377350;P;8.0;;;;0.2;;;;0.021;1273384.29315;207530;377349;207530;377349
100;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T106200;SBI 25 (per bedrijf): Metaalproductenindustrie (exclusief machinebouw);3068;Coatinc Mook B.V.;25610;Oppervlaktebehandeling en bekleding van metaal;189010;419400;pub_0210;Metaalelektro;43041;verzinkinstallatie;189010;419400;P;14.0;;;;0.45;590.0;18.0;8.0;0.236;1607128.0;189010;419399;189010;419399
101;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T104300;SBI 23.32 (per bedrijf): Vervaardiging van bakstenen en dakpannen;4709;Kleiwarenfabriek Joosten Kessel BV;23320;Vervaardiging van keramische producten voor de bouw (geen tegels en plavuizen);198620;364930;pub_0203;Bouwmaterialenindustrie;36525;schoorsteen tunneloven;198620;364930;P;40.0;;;;1.0;190.0;7.0;7.41;1.694;664367.060600001;198620;364929;198620;364929
102;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T104501;SBI 23.9 (per bedrijf): Vervaardiging van overige niet-metaalhoudende minerale producten;4753;Rockwool B.V.;23990;Vervaardiging van niet-metaalhoudende minerale producten (geen schuur-, slijp- en polijstmiddelen);200915;353671;pub_0203;Bouwmaterialenindustrie;35001;Divers, overig, diffuus;200915;353671;P;5.0;;;;0.0;;;;0.0;14035857.402374;200915;353670;200915;353670
103;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T101702;SBI 20.5 (per bedrijf): Overige chemische producten;48018;FUJIFILM Manufacturing Europe BV;20590;Vervaardiging van overige chemische producten n.e.g.;129000;401000;pub_0304;Chemische Industrie overig;38389;Afvoer WKK/ gasturbine;129690;400790;P;20.0;;;;3.69;;;;4.7;1.8;129690;400789;129000;400999
104;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T103600;SBI 20.59 (per bedrijf): Vervaardiging van overige chemische producten n.e.g.;48018;FUJIFILM Manufacturing Europe BV;20590;Vervaardiging van overige chemische producten n.e.g.;129000;401000;pub_0304;Chemische Industrie overig;38390;Productie van fotopapier P1;129680;400780;P;15.0;;;;0.0;149.9;;2.52;0.446;699154.0;129680;400779;129000;400999
105;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T102102;SBI 23 (per bedrijf): Bouwmaterialen- en glasindustrie;44772;Ardagh Glass Dongen BV;23130;Vervaardiging van holglas;127823;402831;pub_0203;Bouwmaterialenindustrie;41724;Divers, overig, diffuus;127823;402831;P;12.0;;;;0.0;;;;0.0;7494814.000000001;127823;402830;127823;402830
106;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T100201;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;92030;FrieslandCampina Workum;10510;Vervaardiging van zuivelproducten (geen consumptie-ijs);159600;554080;pub_0216;Voedings- en genotmiddelenindustrie;35500;Divers, overig, diffuus;159600;554080;P;5.0;;;;0.0;;;;0.0;2744961.0;159600;554079;159600;554079
107;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T100201;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;92030;FrieslandCampina Workum;10510;Vervaardiging van zuivelproducten (geen consumptie-ijs);159600;554080;pub_0216;Voedings- en genotmiddelenindustrie;35501;Ketel 1;159600;554080;P;20.0;;;;0.0;;;;13.54;11048663.0;159600;554079;159600;554079
108;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T107000;SBI 38.3 (per bedrijf): Voorbereiding tot recycling;92615;Sonac Burgum BV;38320;Gesorteerd materiaal voorbereiden tot recycling;195412;577315;pub_0904;Overige afvalbedrijven;42371;Ketelhuis;195472;577398;P;40.0;;;;0.7;;;;6.42;45199000.0;195472;577397;195412;577314
109;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T100600;SBI 17 (per bedrijf): Vervaardiging van papier, karton en papier- en kartonwaren;104307;Solidus Solutions (Bad Nieuweschans);17121;Vervaardiging van grafisch papier en karton;276380;578810;pub_0211;Papier(waren);42742;Schoorsteen gasturbine/afgassenketel 3;276380;578810;P;15.0;;;;1.0;;;;15.0;14186633.0;276380;578809;276380;578809
110;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T106100;SBI 22.2 (per bedrijf): Vervaardiging van producten van kunststof;104611;Schur Flexible Benelux BV;22220;Vervaardiging van verpakkingsmiddelen van kunststof;222100;575550;pub_0213;Rubber- en kunstofverw. Industrie;46824;3 CV-ketels Zernikelaan;220931;577639;P;10.0;;;;0.004455;;;;1.593;278999.115526616;220931;577638;222100;575549
111;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T106100;SBI 22.2 (per bedrijf): Vervaardiging van producten van kunststof;104611;Schur Flexible Benelux BV;22220;Vervaardiging van verpakkingsmiddelen van kunststof;222100;575550;pub_0213;Rubber- en kunstofverw. Industrie;46832;Verwarmingstoestel Kapteynlaan;220715;577402;P;8.0;;;;0.005024;;;;0.051;11257.8571685574;220715;577401;222100;575549
112;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T102102;SBI 23 (per bedrijf): Bouwmaterialen- en glasindustrie;104756;Steenindustrie Strating BV;23320;Vervaardiging van keramische producten voor de bouw (geen tegels en plavuizen);262250;568350;pub_0203;Bouwmaterialenindustrie;43266;Schoorsteen;262250;568350;P;50.0;;;;2.0;160.0;1.0;2.34;0.445;4914546.74877;262250;568349;262250;568349
113;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T105300;SBI 10.5 (per bedrijf): Zuivelindustrie;10546;Bel Leerdammer BV (Schoonrewoerd);10510;Vervaardiging van zuivelproducten (geen consumptie-ijs);136450;437100;pub_0216;Voedings- en genotmiddelenindustrie;36402;Divers, overig, diffuus;136450;437100;P;5.0;;;;0.0;;;;0.0;674122.0;136450;437099;136450;437099
114;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T100600;SBI 17 (per bedrijf): Vervaardiging van papier, karton en papier- en kartonwaren;48024;SCA Tissue Nederland BV;17220;Vervaardiging van huishoudelijke en sanitaire papierwaren;187500;418200;pub_0211;Papier(waren);39452;Divers, overig, diffuus;187500;418200;P;5.0;;;;0.0;;;;0.0;9603.017;187500;418199;187500;418199
115;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T101100;SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten;5729;Celanese Emulsions BV;20160;Vervaardiging van kunststof in primaire vorm;183891;329309;pub_0301;Chemische Industrie basisproducten;35516;Afvoer incinerator;183880;329350;P;30.0;;;;0.0;;;;0.13;1167488.0;183880;329349;183891;329308
116;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T100600;SBI 17 (per bedrijf): Vervaardiging van papier, karton en papier- en kartonwaren;5740;WEPA Nederland B.V.;17220;Vervaardiging van huishoudelijke en sanitaire papierwaren;199937;360577;pub_0211;Papier(waren);45496;Bijstookketel;199885;360519;P;8.0;;;;0.3;90.0;2.0;0.6;0.06;41700.0;199885;360518;199937;360576
117;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T100201;SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie;10687;DSM Delft Permit BV;10890;Vervaardiging van overige voedingsmiddelen n.e.g.;83500;448300;pub_0216;Voedings- en genotmiddelenindustrie;38395;Gasturbine GT8 met bijgestookte afgas(stoom)ketel K34 (bouwjaar 1986);83710;448210;P;49.0;;;;1.24;;;;5.0;17180748.0;83710;448209;83500;448299
118;ER Reeks 1990-2022 Definitief;2022;204;Koolstofdioxide;T101100;SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten;115036;Lyondell Chemie Nederland B.V.;20141;Vervaardiging van petrochemische producten;61001;443044;pub_0301;Chemische Industrie basisproducten;38571;F-10950B (catalytic converter);60808;443098;P;25.0;;;;3.1;108.0;3.0;9.9;1.22;992003.4508;60808;443097;61001;443043
