;DATASET;EMISSIEJAAR;STOFCODE;STOF;DOELGROEPCODE;DOELGROEP;SUBDOELGROEPCODE;SUBDOELGROEP;BEDRIJFSNAAM;XCO_BEDRIJF;YCO_BEDRIJF;XCO_EMISSIEPUNT;YCO_EMISSIEPUNT;HOOGTE;LENGTE;BREEDTE;UITSTROOMOPENING;HOEK;WARMTEINHOUD;COMPARTIMENT;EMISSIE;XCO_EMISSIEPUNT_HARM;YCO_EMISSIEPUNT_HARM;XCO_BEDRIJF_HARM;YCO_BEDRIJF_HARM
0;ER Reeks 1990-2022 Definitief;2022;523;Methaan;8;Bouw;pub_0802;Overig bouw;Veolia Industriediensten BV;193118;442151;193143.0;442175.0;40.0;;;2.2;;0.398;Lucht;293.11;193143.0;442175.0;193118;442151
1;ER Reeks 1990-2022 Definitief;2022;523;Methaan;12;Handel. Diensten en Overheid (HDO);pub_1201;Energiegebruik en processen Handel. Diensten en Overheid (HDO);Odfjell Terminals (Rotterdam) BV;81505;432967;81218.0;433272.0;20.0;;;0.0;;0.28;Lucht;73.8;81218.0;433272.0;81505;432967
2;ER Reeks 1990-2022 Definitief;2022;523;Methaan;12;Handel. Diensten en Overheid (HDO);pub_1201;Energiegebruik en processen Handel. Diensten en Overheid (HDO);Odfjell Terminals (Rotterdam) BV;81505;432967;81505.0;432967.0;20.0;;;0.0;;0.132;Lucht;768.0;81505.0;432967.0;81505;432967
3;ER Reeks 1990-2022 Definitief;2022;523;Methaan;12;Handel. Diensten en Overheid (HDO);pub_1201;Energiegebruik en processen Handel. Diensten en Overheid (HDO);UMC St Radboud & Radboud Universiteit Nijmegen;187976;425797;187709.0;426402.0;38.0;0.0;0.0;0.0;;0.0116666666666667;Lucht;169.8;187709.0;426402.0;187976;425797
4;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Heugem;178114;314163;;;;;;;;;Lucht;1534.9566;;;178114;314163
5;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Rijen;122799;401716;;;;;;;;;Lucht;14203.6236375;;;122799;401716
6;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Coevorden;245056;518100;;;;;;;;;Lucht;11847.108825;;;245056;518100
7;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Geldermalsen;147300;433177;;;;;;;;;Lucht;5288.83235;;;147300;433177
8;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Riel;129790;393974;;;;;;;;;Lucht;1964.373525;;;129790;393974
9;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Halsteren;76500;393800;;;;;;;;;Lucht;4281.9622125;;;76500;393800
10;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Deventer;205618;476167;;;;;;;;;Lucht;21954.842891235;;;205618;476167
11;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Akkrum;185000;562100;;;;;;;;;Lucht;1543.6193875;;;185000;562100
12;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Nieuwe Wetering;101300;469900;;;;;;;;;Lucht;6275.1612;;;101300;469900
13;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Maasbommel;164300;426800;;;;;;;;;Lucht;560.072775;;;164300;426800
14;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Eelde;236426;571943;;;;;;;;;Lucht;13229.9862875;;;236426;571943
15;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Velsen;105555;497104;;;;;;;;;Lucht;18617.1981636439;;;105555;497104
16;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Heenvliet;76600;431700;;;;;;;;;Lucht;1460.54715;;;76600;431700
17;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Waarde;62300;383000;;;;;;;;;Lucht;4950.472525;;;62300;383000
18;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI De Stolpen;111100;535800;;;;;;;;;Lucht;7792.9413875;;;111100;535800
19;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Tholen;74853;395274;;;;;;;;;Lucht;3560.9643;;;74853;395274
20;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Terschelling;145100;598000;;;;;;;;;Lucht;2009.1525625;;;145100;598000
21;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Renkum;178200;442100;;;;;;;;;Lucht;16868.2482137168;;;178200;442100
22;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Zuidhorn;221500;585400;;;;;;;;;Lucht;3493.1329125;;;221500;585400
23;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Glanerbrug;263700;471300;;;;;;;;;Lucht;3967.85475;;;263700;471300
24;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Maarheeze;169275;369189;;;;;;;;;Lucht;4517.462625;;;169275;369189
25;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Sint Oedenrode;159000;396900;;;;;;;;;Lucht;16671.51285;;;159000;396900
26;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Arnhem-Zuid;187132;442198;;;;;;;;;Lucht;81936.4369328098;;;187132;442198
27;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Den Helder;114848;549247;;;;;;;;;Lucht;21780.1945370124;;;114848;549247
28;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Alkmaar;111269;517400;;;;;;;;;Lucht;11594.35454259824;;;111269;517400
29;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Emmen;255924;528133;;;;;;;;;Lucht;17095.29327672516;;;255924;528133
30;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Losser;266000;476000;;;;;;;;;Lucht;4815.35735;;;266000;476000
31;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Amstelveen;121063;480600;;;;;;;;;Lucht;20523.246257829753;;;121063;480600
32;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;AWZI Tollebeek;175300;522200;;;;;;;;;Lucht;22881.8951498741;;;175300;522200
33;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Ootmarsum;260100;492800;;;;;;;;;Lucht;2463.5619625;;;260100;492800
34;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Montfoort;124219;450515;;;;;;;;;Lucht;2413.2101375;;;124219;450515
35;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Dedemsvaart (Woudbloemweg);228613;514169;;;;;;;;;Lucht;12155.4774;;;228613;514169
36;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Steenwijk;203100;533300;;;;;;;;;Lucht;11575.8244;;;203100;533300
37;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Olst;204280;484839;;;;;;;;;Lucht;4057.2160625;;;204280;484839
38;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Papendrecht;107800;426600;;;;;;;;;Lucht;6360.7679375;;;107800;426600
39;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Bergambacht;113800;439300;;;;;;;;;Lucht;3051.5299875;;;113800;439300
40;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Wijk bij Duurstede;149593;442642;;;;;;;;;Lucht;4988.303225;;;149593;442642
41;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Breukelen;128100;464100;;;;;;;;;Lucht;2573.2900875;;;128100;464100
42;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Waspik;124200;413000;;;;;;;;;Lucht;1469.2896375;;;124200;413000
43;ER Reeks 1990-2022 Definitief;2022;523;Methaan;5;Energiesector;pub_0503;Opwekking electriciteit;Nuon Power Generation BV (Diemen);130055;483500;130049.0;483505.0;65.0;;;23.6;;19.838;Lucht;120.0;130049.0;483505.0;130055;483500
44;ER Reeks 1990-2022 Definitief;2022;523;Methaan;5;Energiesector;pub_0502;Olie- gaswinning land;Gasunie (Wieringermeer);132250;530325;132250.0;530325.0;5.0;;;0.0;;0.0;Lucht;56692.0;132250.0;530325.0;132250;530325
45;ER Reeks 1990-2022 Definitief;2022;523;Methaan;5;Energiesector;pub_0503;Opwekking electriciteit;Enecogen VOF;66120;441896;66059.0;441812.0;8.0;;;1.5;;0.045;Lucht;70.2;66059.0;441812.0;66120;441896
46;ER Reeks 1990-2022 Definitief;2022;523;Methaan;5;Energiesector;pub_0503;Opwekking electriciteit;Uniper Centrale RoCa;98212;440895;98226.0;440903.0;50.0;;;5.7;;5.0;Lucht;828.6;98226.0;440903.0;98212;440895
47;ER Reeks 1990-2022 Definitief;2022;523;Methaan;5;Energiesector;pub_0503;Opwekking electriciteit;E.On Generations Den Haag;79821;454750;79810.0;454790.0;40.0;;;0.5;;0.3;Lucht;0.0306;79810.0;454790.0;79821;454750
48;ER Reeks 1990-2022 Definitief;2022;523;Methaan;5;Energiesector;pub_0502;Olie- gaswinning land;Gasunie (Wieringermeer);132250;530325;132281.0;530114.0;12.0;;;11.0;;8.956;Lucht;221045.0;132281.0;530114.0;132250;530325
49;ER Reeks 1990-2022 Definitief;2022;523;Methaan;5;Energiesector;pub_0503;Opwekking electriciteit;Enecogen VOF;66120;441896;66018.0;441715.0;3.0;;;0.5;;0.01775;Lucht;32.304;66018.0;441715.0;66120;441896
50;ER Reeks 1990-2022 Definitief;2022;523;Methaan;5;Energiesector;pub_0502;Olie- gaswinning land;Gasunie (Spijk);253587;603833;253523.0;603819.0;9.0;;;0.95;;4.473105;Lucht;5.0;253523.0;603819.0;253587;603833
51;ER Reeks 1990-2022 Definitief;2022;523;Methaan;5;Energiesector;pub_0503;Opwekking electriciteit;Eneco (Lage Weide);133424;457245;133356.0;457128.0;50.0;;;2.405;;14.76;Lucht;4920.0;133356.0;457128.0;133424;457245
52;ER Reeks 1990-2022 Definitief;2022;523;Methaan;5;Energiesector;pub_0503;Opwekking electriciteit;Nuon Power Generation BV (Hemweg);118246;490968;117959.0;491138.0;60.0;;;8.0;;48.804;Lucht;670.0;117959.0;491138.0;118246;490968
53;ER Reeks 1990-2022 Definitief;2022;523;Methaan;5;Energiesector;pub_0503;Opwekking electriciteit;Eneco Solar. Bio & Hydro BV. WKC Ypenburg;85471;452540;85455.0;452580.0;20.0;;;0.28;;1.026;Lucht;193.8;85455.0;452580.0;85471;452540
54;ER Reeks 1990-2022 Definitief;2022;523;Methaan;4;Raffinaderijen;pub_0401;Raffinage en verwerking;BP Rotterdam Refinery;67036;440390;67050.0;440350.0;155.0;;;7.0;;7.3;Lucht;3168.0;67050.0;440350.0;67036;440390
55;ER Reeks 1990-2022 Definitief;2022;523;Methaan;4;Raffinaderijen;pub_0401;Raffinage en verwerking;Shell Nederland Raffinaderij BV;82574;432924;82620.0;432750.0;61.0;;;2.14;;0.125;Lucht;15.0;82620.0;432750.0;82574;432924
56;ER Reeks 1990-2022 Definitief;2022;523;Methaan;4;Raffinaderijen;pub_0401;Raffinage en verwerking;Shell Nederland Raffinaderij BV;82574;432924;83010.0;432485.0;117.0;;;0.64;;3.788;Lucht;586.0;83010.0;432485.0;82574;432924
57;ER Reeks 1990-2022 Definitief;2022;523;Methaan;4;Raffinaderijen;pub_0401;Raffinage en verwerking;Esso Nederland BV (Raffinaderij Rotterdam);79871;432082;79802.0;432243.0;60.0;;;11.341;;22.984;Lucht;5511.599999999996;79802.0;432243.0;79871;432082
58;ER Reeks 1990-2022 Definitief;2022;523;Methaan;4;Raffinaderijen;pub_0401;Raffinage en verwerking;Shell Nederland Raffinaderij BV;82574;432924;82705.0;433010.0;60.0;;;2.41;;1.827;Lucht;1970.0;82705.0;433010.0;82574;432924
59;ER Reeks 1990-2022 Definitief;2022;523;Methaan;4;Raffinaderijen;pub_0401;Raffinage en verwerking;Shell Nederland Raffinaderij BV;82574;432924;82530.0;433052.0;60.0;;;2.14;;6.316;Lucht;4942.0;82530.0;433052.0;82574;432924
60;ER Reeks 1990-2022 Definitief;2022;523;Methaan;4;Raffinaderijen;pub_0401;Raffinage en verwerking;Shell Nederland Raffinaderij BV;82574;432924;82574.0;432924.0;213.0;;;9.0;;30.563;Lucht;5888.299999999998;82574.0;432924.0;82574;432924
61;ER Reeks 1990-2022 Definitief;2022;523;Methaan;4;Raffinaderijen;pub_0401;Raffinage en verwerking;BP Rotterdam Refinery;67036;440390;66980.0;440111.0;120.0;;;16.0;;13.75;Lucht;10094.4;66980.0;440111.0;67036;440390
62;ER Reeks 1990-2022 Definitief;2022;523;Methaan;4;Raffinaderijen;pub_0401;Raffinage en verwerking;Gunvor Petroleum Europoort B.V.;71000;439203;71000.0;439203.0;0.0;;;0.0;;0.01;Lucht;14097.0;71000.0;439203.0;71000;439203
63;ER Reeks 1990-2022 Definitief;2022;523;Methaan;4;Raffinaderijen;pub_0401;Raffinage en verwerking;BP Rotterdam Refinery;67036;440390;67099.0;440550.0;55.0;;;0.3;;4.7;Lucht;13658.4;67099.0;440550.0;67036;440390
64;ER Reeks 1990-2022 Definitief;2022;523;Methaan;4;Raffinaderijen;pub_0401;Raffinage en verwerking;BP Rotterdam Refinery;67036;440390;67050.0;440350.0;155.0;;;3.0;;8.25;Lucht;3231.0;67050.0;440350.0;67036;440390
65;ER Reeks 1990-2022 Definitief;2022;523;Methaan;4;Raffinaderijen;pub_0401;Raffinage en verwerking;BP Rotterdam Refinery;67036;440390;66965.0;439959.0;55.0;;;2.0;;1.065;Lucht;572.4;66965.0;439959.0;67036;440390
66;ER Reeks 1990-2022 Definitief;2022;523;Methaan;9;Afvalverwijdering;pub_0901;AVI's;EEW Energy from Waste Delfzijl B.V.;261673;592659;261673.0;592659.0;70.0;;;3.5;;4.652;Lucht;364.14482407709;261673.0;592659.0;261673;592659
67;ER Reeks 1990-2022 Definitief;2022;523;Methaan;9;Afvalverwijdering;pub_0901;AVI's;ARN B.V.;183067;428715;183050.0;428630.0;80.0;;;0.0;;4.0;Lucht;1440.0000000000027;183050.0;428630.0;183067;428715
68;ER Reeks 1990-2022 Definitief;2022;523;Methaan;9;Afvalverwijdering;pub_0901;AVI's;AVR NV (Rijnmond);78545;434865;78538.0;434949.0;75.0;;;27.6;;4.07;Lucht;1804.14;78538.0;434949.0;78545;434865
69;ER Reeks 1990-2022 Definitief;2022;523;Methaan;9;Afvalverwijdering;pub_0901;AVI's;Attero BV (Moerdijk);99289;410805;99293.0;410804.0;80.0;;;3.94;;7.319;Lucht;490.212638413527;99293.0;410804.0;99289;410805
70;ER Reeks 1990-2022 Definitief;2022;523;Methaan;9;Afvalverwijdering;pub_0901;AVI's;Vink Afvalverwerking BV;170948;464159;170948.0;464159.0;5.0;;;;;0.0;Lucht;960000.0;170948.0;464159.0;170948;464159
71;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0216;Voedings- en genotmiddelenindustrie;Sime Darby Unimills B.V.;103500;424600;103521.0;424504.0;15.0;;;0.0;;0.058;Lucht;53.22;103521.0;424504.0;103500;424600
72;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0201;Basismetaal;Tata Steel IJmuiden BV;100985;499055;101181.0;498978.0;2.0;50.0;50.0;2500.0;;1.0;Lucht;3.6;101181.0;498978.0;100985;499055
73;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0211;Papier(waren);ESKA Graphic Board BV (Sappemeer);249900;575960;249880.0;576060.0;10.0;;;1.0;;1.063;Lucht;541.8;249880.0;576060.0;249900;575960
74;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0201;Basismetaal;Nyrstar Budel BV;169900;361000;169900.0;361000.0;27.0;;;0.64;;0.579;Lucht;738.51;169900.0;361000.0;169900;361000
75;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0201;Basismetaal;Nyrstar Budel BV;169900;361000;169900.0;361000.0;20.0;;;0.5;;1.664;Lucht;384.3;169900.0;361000.0;169900;361000
76;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0211;Papier(waren);ESKA Graphic Board BV (Hoogezand);246200;575950;246380.0;575780.0;12.0;;;3.0;;2.0;Lucht;57.1194118972466;246380.0;575780.0;246200;575950
77;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0216;Voedings- en genotmiddelenindustrie;Sonac Vuren BV;134570;427150;134570.0;427150.0;62.0;;;0.0;;0.428;Lucht;357.0;134570.0;427150.0;134570;427150
78;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0201;Basismetaal;Aurubis Netherlands B.V.;211100;463650;211074.0;463640.0;40.0;0.0;0.0;0.2;0.0;0.382;Lucht;22.05;211074.0;463640.0;211100;463650
79;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0211;Papier(waren);Stora Enso De Hoop B.V.;200743;456801;200743.0;456801.0;4.0;0.0;0.0;0.8;0.0;0.7;Lucht;65.4;200743.0;456801.0;200743;456801
80;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0216;Voedings- en genotmiddelenindustrie;NV Nutricia Zoetermeer;93800;451400;93700.0;451400.0;12.0;;;0.8;;0.366;Lucht;1032.0;93700.0;451400.0;93800;451400
81;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0201;Basismetaal;Tata Steel IJmuiden BV;100985;499055;101339.0;499793.0;90.0;;;20.0;;1.289;Lucht;19452.084;101339.0;499793.0;100985;499055
82;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0216;Voedings- en genotmiddelenindustrie;Nestle Nederland BV (Nunspeet);182480;488580;182576.0;488586.0;27.0;;;0.64;;0.03;Lucht;48.0;182576.0;488586.0;182480;488580
83;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0201;Basismetaal;Aurubis Netherlands B.V.;211100;463650;211073.0;463641.0;40.0;0.0;0.0;0.48;0.0;0.027;Lucht;22.05;211073.0;463641.0;211100;463650
84;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0211;Papier(waren);Stora Enso De Hoop B.V.;200743;456801;200743.0;456801.0;4.0;;;0.8;;0.7;Lucht;69.6;200743.0;456801.0;200743;456801
85;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0203;Bouwmaterialenindustrie;Electric Glass Fiber NL BV;241450;577380;241450.0;577380.0;12.0;;;0.0;;0.048;Lucht;97.9;241450.0;577380.0;241450;577380
86;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0210;Metaalelektro;Van Merksteijn International BV;238760;487181;238786.0;487316.0;9.0;;;0.56;;0.001;Lucht;1695.0;238786.0;487316.0;238760;487181
87;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0201;Basismetaal;Nyrstar Budel BV;169900;361000;169900.0;361000.0;4.0;;;30.0;;0.009;Lucht;132.54;169900.0;361000.0;169900;361000
88;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0211;Papier(waren);WEPA Nederland B.V.;199937;360577;199885.0;360519.0;8.0;;;0.3;;0.06;Lucht;4.158;199885.0;360519.0;199937;360577
89;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0211;Papier(waren);ESKA Graphic Board BV (Hoogezand);246200;575950;246380.0;575780.0;24.0;;;1.0;;1.387;Lucht;17950.720758629253;246380.0;575780.0;246200;575950
90;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0211;Papier(waren);Stora Enso De Hoop B.V.;200743;456801;200743.0;456801.0;4.0;;;0.8;;1.4;Lucht;69.6;200743.0;456801.0;200743;456801
91;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0201;Basismetaal;Tata Steel IJmuiden BV;100985;499055;102899.0;501196.0;14.0;;;0.19625;;0.215;Lucht;10.9501147;102899.0;501196.0;100985;499055
92;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0210;Metaalelektro;DAF Trucks N.V.;164080;382500;164350.0;382310.0;13.0;;;4.5;;0.555;Lucht;894.0;164350.0;382310.0;164080;382500
93;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0201;Basismetaal;Tata Steel IJmuiden BV;100985;499055;101321.0;499172.0;47.0;;;4.90625;;3.907;Lucht;20.095344;101321.0;499172.0;100985;499055
94;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0203;Bouwmaterialenindustrie;Electric Glass Fiber NL BV;241450;577380;241432.0;577484.0;16.0;;;0.03;;0.048;Lucht;150.0;241432.0;577484.0;241450;577380
95;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0210;Metaalelektro;Van Merksteijn International BV;238760;487181;238650.0;487314.0;9.0;;;0.28;;0.001;Lucht;1464.0;238650.0;487314.0;238760;487181
96;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0216;Voedings- en genotmiddelenindustrie;Cargill Benelux BV;44338;361919;44338.0;361919.0;6.0;;;2.0;;3.3;Lucht;100.98;44338.0;361919.0;44338;361919
97;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0216;Voedings- en genotmiddelenindustrie;Avebe u.a. (Ter Apelkanaal);266540;549498;266590.0;549562.0;10.0;;;7.07;;4.395;Lucht;3064.8;266590.0;549562.0;266540;549498
98;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0201;Basismetaal;Tata Steel IJmuiden BV;100985;499055;101835.0;498955.0;40.0;;;2.5434;;4.718;Lucht;156.55516460000024;101835.0;498955.0;100985;499055
99;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0216;Voedings- en genotmiddelenindustrie;Avebe u.a. (Ter Apelkanaal);266540;549498;266657.0;549557.0;8.0;;;0.3;;0.15;Lucht;405.6;266657.0;549557.0;266540;549498
100;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0216;Voedings- en genotmiddelenindustrie;Avebe u.a. (Gasselternijveen);254450;556800;254641.0;556813.0;30.0;;;0.0;;0.783;Lucht;402.6;254641.0;556813.0;254450;556800
101;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0211;Papier(waren);Papierfabriek Doetinchem BV;217250;441700;217250.0;441700.0;10.0;;;0.0;;0.033;Lucht;177.47;217250.0;441700.0;217250;441700
102;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0211;Papier(waren);Solidpack BV;199900;460500;199900.0;460500.0;35.0;;;0.38;;0.138;Lucht;1399.0;199900.0;460500.0;199900;460500
103;ER Reeks 1990-2022 Definitief;2022;523;Methaan;6;Verkeer en vervoer;pub_0603;Luchtvaart;Vliegveld Luchthaven Schiphol;112250;480250;;;;;;;;;Lucht;3026.1122589952374;;;112250;480250
104;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;Dow Benelux BV (Hoek);43193;373788;43193.0;373788.0;28.0;;;0.05;;0.001;Lucht;485.1;43193.0;373788.0;43193;373788
