;DATASET;EMISSIEJAAR;STOFCODE;STOF;DOELGROEPCODE;DOELGROEP;SUBDOELGROEPCODE;SUBDOELGROEP;BEDRIJFSNAAM;XCO_BEDRIJF;YCO_BEDRIJF;XCO_EMISSIEPUNT;YCO_EMISSIEPUNT;HOOGTE;LENGTE;BREEDTE;UITSTROOMOPENING;HOEK;WARMTEINHOUD;COMPARTIMENT;EMISSIE;XCO_EMISSIEPUNT_HARM;YCO_EMISSIEPUNT_HARM;XCO_BEDRIJF_HARM;YCO_BEDRIJF_HARM
206;ER Reeks 1990-2022 Definitief;2022;523;Methaan;4;Raffinaderijen;pub_0401;Raffinage en verwerking;Shell Nederland Raffinaderij BV;82574;432924;82574.0;432924.0;5.0;;;0.0;;0.0;Lucht;9046.0;82574.0;432924.0;82574;432924
207;ER Reeks 1990-2022 Definitief;2022;523;Methaan;9;Afvalverwijdering;pub_0901;AVI's;SUEZ ReEnergy Roosendaal;89550;395830;89550.0;395830.0;80.0;;;1.8;;5.922;Lucht;211.53342219192;89550.0;395830.0;89550;395830
208;ER Reeks 1990-2022 Definitief;2022;523;Methaan;9;Afvalverwijdering;pub_0901;AVI's;GMB Slibverwerking Tiel BV;158236;436521;158236.0;436521.0;81.0;;;2.5;;0.325;Lucht;21037.0;158236.0;436521.0;158236;436521
209;ER Reeks 1990-2022 Definitief;2022;523;Methaan;9;Afvalverwijdering;pub_0901;AVI's;ARN B.V.;183067;428715;183067.0;428715.0;5.0;;;0.0;;0.0;Lucht;63358.0;183067.0;428715.0;183067;428715
210;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0211;Papier(waren);BN International BV;145000;479450;145030.0;479400.0;15.0;;;0.13;;0.125;Lucht;5.4;145030.0;479400.0;145000;479450
211;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0216;Voedings- en genotmiddelenindustrie;Archer Daniels Midland Europoort BV (ADM);68067;441593;68200.0;442200.0;30.0;;;1.91;;2.537;Lucht;4320.0;68200.0;442200.0;68067;441593
212;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0201;Basismetaal;Tata Steel IJmuiden BV;100985;499055;102211.0;498777.0;65.0;;;6.1544;;4.4;Lucht;1010.35624794;102211.0;498777.0;100985;499055
213;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0211;Papier(waren);Sappi Maastricht BV;176620;318700;176690.0;318710.0;50.0;;;7.0;;2.4;Lucht;41.7;176690.0;318710.0;176620;318700
214;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0210;Metaalelektro;Van Merksteijn International BV;238760;487181;238820.0;487581.0;10.0;;;0.56;;0.001;Lucht;1134.0;238820.0;487581.0;238760;487181
215;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0201;Basismetaal;Tata Steel IJmuiden BV;100985;499055;102095.0;498823.0;61.0;;;0.19625;;1.531;Lucht;57.0675552;102095.0;498823.0;100985;499055
216;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0216;Voedings- en genotmiddelenindustrie;Cargill BV (Multiseed);112985;491728;113044.0;491722.0;17.0;;;1.38;;0.401;Lucht;2382.0;113044.0;491722.0;112985;491728
217;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0216;Voedings- en genotmiddelenindustrie;Archer Daniels Midland Europoort BV (ADM);68067;441593;68200.0;442200.0;30.0;;;1.91;;2.537;Lucht;4782.0;68200.0;442200.0;68067;441593
218;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0216;Voedings- en genotmiddelenindustrie;Aviko BV;210103;453484;210117.0;453560.0;16.0;;;0.5;;0.28;Lucht;91.8;210117.0;453560.0;210103;453484
219;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0201;Basismetaal;Nedri Spanstaal BV;207530;377350;207530.0;377350.0;8.0;;;0.2;;0.021;Lucht;91.79;207530.0;377350.0;207530;377350
220;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0210;Metaalelektro;DAF Trucks N.V.;164080;382500;164081.0;382433.0;13.0;;;0.2;;0.235;Lucht;183.12;164081.0;382433.0;164080;382500
221;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0216;Voedings- en genotmiddelenindustrie;Sime Darby Unimills B.V.;103500;424600;103369.0;424469.0;29.0;0.0;0.0;0.0;;0.293;Lucht;261.0;103369.0;424469.0;103500;424600
222;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0201;Basismetaal;Tata Steel IJmuiden BV;100985;499055;102673.0;500740.0;100.0;;;9.61625;;22.095;Lucht;754.3188;102673.0;500740.0;100985;499055
223;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0216;Voedings- en genotmiddelenindustrie;Aviko BV;210103;453484;210143.0;453684.0;15.0;;;1.7;;2.391;Lucht;2748.0;210143.0;453684.0;210103;453484
224;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0211;Papier(waren);BN International BV;145000;479450;145000.0;479436.0;5.0;;;0.01;;0.1;Lucht;40.8;145000.0;479436.0;145000;479450
225;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0216;Voedings- en genotmiddelenindustrie;Nestle Nederland BV (Nunspeet);182480;488580;182494.0;488608.0;60.0;;;10.0;;0.36;Lucht;1019.0;182494.0;488608.0;182480;488580
226;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0210;Metaalelektro;Damen Schelde Naval Shipbuilding B.V. en Scheldepoort B.V;35794;387217;35900.0;387100.0;10.0;;;0.0;;1.0;Lucht;95.4;35900.0;387100.0;35794;387217
227;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0216;Voedings- en genotmiddelenindustrie;Nestle Nederland BV (Nunspeet);182480;488580;182550.0;488597.0;27.0;;;0.64;;0.04;Lucht;100.0;182550.0;488597.0;182480;488580
228;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0201;Basismetaal;Tata Steel IJmuiden BV;100985;499055;100840.0;499053.0;55.0;;;31.8396;;3.152;Lucht;11054.33188777;100840.0;499053.0;100985;499055
229;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0216;Voedings- en genotmiddelenindustrie;Aviko BV;210103;453484;210114.0;453399.0;16.0;;;0.5;;0.177;Lucht;90.0;210114.0;453399.0;210103;453484
230;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0216;Voedings- en genotmiddelenindustrie;Aviko BV;210103;453484;210136.0;453684.0;15.0;;;1.7;;2.391;Lucht;2994.0;210136.0;453684.0;210103;453484
231;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0211;Papier(waren);Stora Enso De Hoop B.V.;200743;456801;200743.0;456801.0;35.0;;;13.8;;18.62;Lucht;9690.0;200743.0;456801.0;200743;456801
232;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0216;Voedings- en genotmiddelenindustrie;Sime Darby Unimills B.V.;103500;424600;103543.0;424537.0;30.0;0.0;0.0;0.0;;0.115;Lucht;362.4;103543.0;424537.0;103500;424600
233;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0216;Voedings- en genotmiddelenindustrie;Heineken Nederland BV (Zoeterwoude);97050;461400;97076.0;461443.0;20.0;;;0.8;;0.875;Lucht;102.6;97076.0;461443.0;97050;461400
234;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0211;Papier(waren);Parenco B.V.;178450;442450;178450.0;442450.0;5.0;;;0.0;;0.0;Lucht;160004.0;178450.0;442450.0;178450;442450
235;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0211;Papier(waren);Parenco B.V.;178450;442450;178579.0;442458.0;60.0;;;4.52;;1.017;Lucht;234.8880000000004;178579.0;442458.0;178450;442450
236;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0216;Voedings- en genotmiddelenindustrie;Sime Darby Unimills B.V.;103500;424600;103543.0;424537.0;30.0;0.0;0.0;0.0;;0.115;Lucht;618.0;103543.0;424537.0;103500;424600
237;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0201;Basismetaal;Tata Steel IJmuiden BV;100985;499055;102330.0;498750.0;84.0;;;5.3066;;3.389;Lucht;893.67958753;102330.0;498750.0;100985;499055
238;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0216;Voedings- en genotmiddelenindustrie;Archer Daniels Midland Europoort BV (ADM);68067;441593;68067.0;441593.0;28.0;0.0;0.0;0.5;0.0;0.007;Lucht;152.4;68067.0;441593.0;68067;441593
239;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0201;Basismetaal;Tata Steel IJmuiden BV;100985;499055;100419.0;499127.0;130.0;;;11.93985;;10.563;Lucht;1628.0436059;100419.0;499127.0;100985;499055
240;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0201;Basismetaal;Nyrstar Budel BV;169900;361000;170140.0;360928.0;4.0;;;0.64;;0.007722;Lucht;111.04;170140.0;360928.0;169900;361000
241;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0216;Voedings- en genotmiddelenindustrie;Cargill Benelux BV;44338;361919;44338.0;361919.0;30.0;;;0.0;;0.0;Lucht;46.56;44338.0;361919.0;44338;361919
242;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0201;Basismetaal;Tata Steel IJmuiden BV;100985;499055;101708.0;499016.0;1.0;;;1.0;;0.001;Lucht;7.758;101708.0;499016.0;100985;499055
243;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0216;Voedings- en genotmiddelenindustrie;Hochwald Nederland BV;163330;563820;163325.0;563814.0;50.0;;;0.0;;0.306;Lucht;900.0;163325.0;563814.0;163330;563820
244;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0201;Basismetaal;Aurubis Netherlands B.V.;211100;463650;210964.0;463664.0;16.0;0.0;0.0;0.2;0.0;0.003;Lucht;6.3;210964.0;463664.0;211100;463650
245;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0216;Voedings- en genotmiddelenindustrie;Archer Daniels Midland Europoort BV (ADM);68067;441593;68067.0;441593.0;28.0;0.0;0.0;0.5;0.0;0.007;Lucht;169.8;68067.0;441593.0;68067;441593
246;ER Reeks 1990-2022 Definitief;2022;523;Methaan;6;Verkeer en vervoer;pub_0603;Luchtvaart;Vliegveld Midden Zeeland;40250;393250;;;;;;;;;Lucht;87.07928283997178;;;40250;393250
247;ER Reeks 1990-2022 Definitief;2022;523;Methaan;6;Verkeer en vervoer;pub_0603;Luchtvaart;Vliegveld Eindhoven;155760;385730;;;;;;;;;Lucht;157.22611755844983;;;155760;385730
248;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0304;Chemische Industrie overig;Johnson Matthey BV;178253;321177;178190.0;321190.0;10.0;;;0.0;;0.026;Lucht;127.86;178190.0;321190.0;178253;321177
249;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;Allnex Netherlands B.V.;77249;391375;77361.0;391304.0;20.0;0.0;0.0;0.2;0.0;0.05;Lucht;154.2;77361.0;391304.0;77249;391375
250;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;Dow Benelux BV (Hoek);43193;373788;43867.0;373432.0;20.0;;;1.5;;0.159;Lucht;3276.0;43867.0;373432.0;43193;373788
251;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;Dow Benelux BV (Hoek);43193;373788;42920.0;372808.0;35.0;;;23.8;;24.618;Lucht;10425.92;42920.0;372808.0;43193;373788
252;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0304;Chemische Industrie overig;Givaudan Nederland BV (Naarden);141030;478690;141019.0;478549.0;10.0;;;0.02;;0.001;Lucht;150.0;141019.0;478549.0;141030;478690
253;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;Eastman Chemical Middelburg BV;33940;390952;34235.0;391270.0;25.0;;;1.13;;2.011;Lucht;66.42;34235.0;391270.0;33940;390952
254;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;Dow Benelux BV (Hoek);43193;373788;42191.0;374194.0;10.0;;;1.0;;0.05;Lucht;2.28;42191.0;374194.0;43193;373788
255;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;Shell Nederland Chemie BV (Moerdijk);97946;411331;98174.0;411356.0;25.0;;;2.95;;0.0;Lucht;1.83847602678644;98174.0;411356.0;97946;411331
256;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;Dow Benelux BV (Hoek);43193;373788;43479.0;373705.0;30.0;;;1.0;;0.024;Lucht;372.0;43479.0;373705.0;43193;373788
257;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;Chemelot Site Permit BV;183732;332404;183324.0;332346.0;5.0;;;0.2;;4.03e-07;Lucht;436.0;183324.0;332346.0;183732;332404
258;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;Chemelot Site Permit BV;183732;332404;183710.0;329690.0;5.0;;;0.0;;0.0;Lucht;52.0;183710.0;329690.0;183732;332404
259;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;ESD-SIC BV;260222;591232;260250.0;591280.0;25.0;;;0.0;;0.1;Lucht;18316.0;260250.0;591280.0;260222;591232
260;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;Celanese Emulsions BV;183891;329309;183891.0;329309.0;5.0;;;0.0;;0.0;Lucht;13.07;183891.0;329309.0;183891;329309
261;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;Chemelot Site Permit BV;183732;332404;183828.0;333045.0;46.0;;;0.45;;0.098943455;Lucht;919.0;183828.0;333045.0;183732;332404
262;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;Aliancys Nederland B.V.;255180;523500;255180.0;523500.0;5.0;;;0.0;;0.0;Lucht;0.6;255180.0;523500.0;255180;523500
263;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;SABIC Innovative Plastics BV;76463;391896;76490.0;392100.0;36.0;;;15.0;;13.867;Lucht;4680.459015200003;76490.0;392100.0;76463;391896
264;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;ExxonMobil Chemical Holland BV (RPP van RPI);79333;433167;79148.0;431824.0;33.0;;;0.48;;0.314;Lucht;2560.74;79148.0;431824.0;79333;433167
265;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;Emerald Kalama Chemical Rotterdam BV;77444;433673;77970.0;433880.0;40.0;;;1.3;;0.138;Lucht;9.0;77970.0;433880.0;77444;433673
266;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0304;Chemische Industrie overig;Euro Support Advanced Materials B.V.;172961;407060;173282.0;406944.0;5.0;;;0.07;;0.01;Lucht;32.1;173282.0;406944.0;172961;407060
267;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0304;Chemische Industrie overig;TANATEX Chemicals BV;172680;448950;172680.0;448950.0;8.0;;;0.4;;1.6;Lucht;82.8;172680.0;448950.0;172680;448950
268;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;Nouryon Functional Chemicals BV;202300;352150;202300.0;352150.0;20.0;;;0.1;;0.248;Lucht;840.0;202300.0;352150.0;202300;352150
269;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;Dow Benelux BV (Hoek);43193;373788;42469.0;373832.0;90.0;;;1.2;;0.075;Lucht;7294.4;42469.0;373832.0;43193;373788
270;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;Chemelot Site Permit BV;183732;332404;183798.0;329891.0;15.0;;;8.0;;7.605e-06;Lucht;3514.0;183798.0;329891.0;183732;332404
271;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;Invista Polyester BV;27500;389974;36420.0;386070.0;32.0;;;1.04;;0.249;Lucht;411.0;36420.0;386070.0;27500;389974
272;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;Dow Benelux BV (Delfzijl);259700;592600;259700.0;592600.0;16.0;;;0.0;;0.062;Lucht;54.0;259700.0;592600.0;259700;592600
273;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;Nobian Industrial Chemicals BV (Botlek);78660;432300;78635.0;432133.0;40.0;;;0.0;;0.655;Lucht;88.529741013025;78635.0;432133.0;78660;432300
274;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;Lyondell Chemie Nederland BV;76900;433220;76900.0;433220.0;25.0;;;0.7;;1.576;Lucht;196.2000000000004;76900.0;433220.0;76900;433220
275;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;Air Liquide Nederland BV;77139;433574;77139.0;433574.0;30.0;;;1.57;;0.851;Lucht;1338.6;77139.0;433574.0;77139;433574
276;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;Shell Nederland Chemie BV (Pernis);84625;433319;85059.0;433389.0;24.0;;;0.0;;0.6;Lucht;6.0;85059.0;433389.0;84625;433319
277;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;Nobian Industrial Chemicals BV (Botlek);78660;432300;78690.0;432090.0;30.0;;;0.0;;10.0;Lucht;1142.93914504509;78690.0;432090.0;78660;432300
278;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;Allnex Netherlands B.V.;77249;391375;77249.0;391375.0;5.0;;;0.0;;0.0;Lucht;22.14;77249.0;391375.0;77249;391375
279;ER Reeks 1990-2022 Definitief;2022;523;Methaan;12;Handel. Diensten en Overheid (HDO);pub_1201;Energiegebruik en processen Handel. Diensten en Overheid (HDO);UMC St Radboud & Radboud Universiteit Nijmegen;187976;425797;187709.0;426402.0;38.0;0.0;0.0;0.0;;0.0213888888888889;Lucht;99.6;187709.0;426402.0;187976;425797
280;ER Reeks 1990-2022 Definitief;2022;523;Methaan;12;Handel. Diensten en Overheid (HDO);pub_1201;Energiegebruik en processen Handel. Diensten en Overheid (HDO);Dishman Netherlands B.V.;166850;449000;166850.0;449000.0;14.0;;;1.5;;0.011;Lucht;215.4;166850.0;449000.0;166850;449000
281;ER Reeks 1990-2022 Definitief;2022;523;Methaan;12;Handel. Diensten en Overheid (HDO);pub_1201;Energiegebruik en processen Handel. Diensten en Overheid (HDO);UMC St Radboud & Radboud Universiteit Nijmegen;187976;425797;187724.0;426204.0;21.0;0.0;0.0;0.0;;0.02;Lucht;124.8;187724.0;426204.0;187976;425797
282;ER Reeks 1990-2022 Definitief;2022;523;Methaan;12;Handel. Diensten en Overheid (HDO);pub_1201;Energiegebruik en processen Handel. Diensten en Overheid (HDO);Wilmar Oleochemicals BV;77212;433504;76609.0;434367.0;23.0;;;0.018;;0.001;Lucht;41.023836;76609.0;434367.0;77212;433504
283;ER Reeks 1990-2022 Definitief;2022;523;Methaan;12;Handel. Diensten en Overheid (HDO);pub_1201;Energiegebruik en processen Handel. Diensten en Overheid (HDO);Odfjell Terminals (Rotterdam) BV;81505;432967;80910.0;433370.0;20.0;;;0.0;;0.002;Lucht;4.326;80910.0;433370.0;81505;432967
284;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Overasselt;183549;418860;;;;;;;;;Lucht;1750.4868;;;183549;418860
285;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Ursem;121191;516517;;;;;;;;;Lucht;5322.88685;;;121191;516517
286;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Vossemeer;74100;399000;;;;;;;;;Lucht;628.1856;;;74100;399000
287;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Veenendaal;164300;450000;;;;;;;;;Lucht;23900.4336759281;;;164300;450000
288;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI De Ronde Venen;120600;469400;;;;;;;;;Lucht;4979.466675;;;120600;469400
289;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Zuidoostbeemster;123000;503600;;;;;;;;;Lucht;24372.0354;;;123000;503600
290;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Tilburg-Noord;132900;401500;;;;;;;;;Lucht;109330.7651656525;;;132900;401500
291;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Enschede West;254284;472779;;;;;;;;;Lucht;42667.6399375;;;254284;472779
292;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Veendam;256349;569649;;;;;;;;;Lucht;12986.61774132283;;;256349;569649
293;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Bergharen;172630;428613;;;;;;;;;Lucht;1523.06275;;;172630;428613
294;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Houten;137418;448864;;;;;;;;;Lucht;9161.5555875;;;137418;448864
295;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Schiemonnikoog;208491;610210;;;;;;;;;Lucht;704.9585375;;;208491;610210
296;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;AWZI Lelystad;162600;501700;;;;;;;;;Lucht;15095.8192125;;;162600;501700
297;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Genemuiden;200792;513285;;;;;;;;;Lucht;5029.0622375;;;200792;513285
298;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Leimuiden;104885;470482;;;;;;;;;Lucht;3283.8898375;;;104885;470482
299;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Aarle-Rixtel;174147;390811;;;;;;;;;Lucht;52053.7510375;;;174147;390811
300;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Haarlo;237600;459600;;;;;;;;;Lucht;14611.516275;;;237600;459600
301;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Asten;179800;378200;;;;;;;;;Lucht;11984.08185;;;179800;378200
302;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Hellevoetsluis;71521;428945;;;;;;;;;Lucht;15164.1502625;;;71521;428945
303;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Bommelerwaard;146689;425214;;;;;;;;;Lucht;17375.1960625;;;146689;425214
304;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Haaften;143762;426073;;;;;;;;;Lucht;3160.7411875;;;143762;426073
305;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Numansdorp;88269;415704;;;;;;;;;Lucht;2844.3565375;;;88269;415704
306;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Garmerwolde;240747;585402;;;;;;;;;Lucht;49688.4759131356;;;240747;585402
307;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Heel en Panheel;189400;353700;;;;;;;;;Lucht;3031.6368;;;189400;353700
308;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Strijen;98000;417700;;;;;;;;;Lucht;2356.981325;;;98000;417700
